1.88862705231,0.0,0.0,0.0
3.33489894867,0.0,0.0,0.0
4.79244685173,0.0,0.0,0.0
6.23606300354,0.0,0.0,0.0
7.70227599144,0.0,0.0,0.0
9.16709494591,310.0,0.0,50.5882352941
10.625565052,1217.0,0.0,26.2745098039
12.0674848557,969.0,0.0,22.7450980392
13.5128438473,974.0,0.0,22.7450980392
14.9440579414,1004.0,0.0,22.7450980392
16.3895699978,995.0,0.0,22.7450980392
17.9357750416,1000.0,0.0,22.7450980392
19.5077269077,1009.0,0.0,20.7843137255
20.9680378437,1007.0,0.0,20.7843137255
22.4237370491,998.0,0.0,20.7843137255
23.8640539646,1002.0,0.0,20.7843137255
25.3137669563,996.0,0.0,20.7843137255
26.7584249973,1004.0,0.0,20.7843137255
28.20758605,994.0,0.0,20.7843137255
29.6470959187,989.0,0.0,20.7843137255
31.1054110527,978.0,0.0,20.7843137255
32.5618970394,974.0,0.0,20.7843137255
34.0096468925,976.0,0.0,20.7843137255
35.4548108578,978.0,0.0,20.7843137255
36.9051630497,980.0,0.0,20.7843137255
38.3585469723,975.0,0.0,20.7843137255
39.8065538406,985.0,0.0,20.7843137255
41.2549889088,975.0,0.0,20.7843137255
42.6965880394,984.0,0.0,20.7843137255
44.1554100513,970.0,0.0,20.7843137255
45.5984549522,982.0,0.0,20.7843137255
47.1057469845,968.0,0.0,20.7843137255
48.5467410088,979.0,0.0,20.7843137255
49.9895999432,970.0,0.0,20.7843137255
51.4282410145,984.0,0.0,20.7843137255
52.8765580654,971.0,0.0,20.7843137255
54.3165810108,974.0,0.0,20.7843137255
55.7778348923,972.0,0.0,20.7843137255
57.2285709381,975.0,0.0,20.7843137255
58.6697509289,979.0,0.0,20.7843137255
60.1368148327,972.0,0.0,20.7843137255
61.5982840061,980.0,0.0,20.7843137255
63.1879849434,974.0,0.0,20.7843137255
64.6417899132,963.0,0.0,20.7843137255
66.101651907,973.0,0.0,20.7843137255
67.5479128361,976.0,0.0,20.7843137255
69.0066399574,969.0,0.0,20.7843137255
70.4617009163,964.0,0.0,20.7843137255
71.9204440117,974.0,0.0,20.7843137255
73.3823900223,964.0,0.0,20.7843137255
74.8322050571,969.0,0.0,20.7843137255
76.2719159126,962.0,0.0,20.7843137255
77.729238987,968.0,0.0,20.7843137255
79.180973053,958.0,0.0,20.7843137255
80.6382009983,941.0,0.0,20.7843137255
82.0681340694,952.0,0.0,20.7843137255
83.522397995,1157.0,0.0,22.7450980392
84.9604549408,2372.0,0.0,17.2549019608
86.4110300541,1138.0,0.0,15.6862745098
87.8722338676,1076.0,0.0,31.3725490196
89.3110320568,977.0,0.0,20.7843137255
90.7558760643,782.0,0.0,27.8431372549
92.2142758369,1010.0,0.0,29.4117647059
93.8111679554,869.0,0.0,34.9019607843
95.2492849827,947.0,3.0,32.9411764706
96.7056870461,954.0,3.0,36.4705882353
98.1607689857,982.0,4.0,27.8431372549
99.6040248871,926.0,5.0,31.3725490196
101.03922987,1010.0,6.0,26.2745098039
102.491813898,984.0,7.0,26.2745098039
103.940662861,952.0,7.0,26.2745098039
105.394806862,972.0,6.0,26.2745098039
106.852298975,861.0,6.0,38.431372549
108.300384998,904.0,6.0,38.431372549
109.742655039,932.0,6.0,34.9019607843
111.195039988,835.0,6.0,45.4901960784
112.646529913,921.0,6.0,45.4901960784
114.112879038,1052.0,6.0,38.431372549
115.56457901,918.0,7.0,40.0
117.00760293,892.0,6.0,49.0196078431
118.453258991,859.0,6.0,50.5882352941
119.905158997,954.0,5.0,43.5294117647
121.377286911,928.0,5.0,43.5294117647
122.920513868,1257.0,7.0,24.3137254902
124.478646994,1083.0,8.0,19.2156862745
125.921578884,1053.0,7.0,56.0784313725
127.389978886,1724.0,8.0,43.5294117647
128.855298042,1928.0,14.0,12.1568627451
130.302835941,1343.0,12.0,31.3725490196
131.768316984,1743.0,10.0,38.431372549
133.214269876,2101.0,14.0,15.6862745098
134.739948988,1953.0,14.0,27.8431372549
136.192112923,2210.0,15.0,10.1960784314
137.64924407,1706.0,13.0,19.2156862745
139.116984844,1677.0,12.0,22.7450980392
140.572263956,1665.0,11.0,15.6862745098
142.013342857,1375.0,10.0,15.6862745098
143.45340085,1157.0,9.0,36.4705882353
144.915866852,1472.0,10.0,24.3137254902
146.369140863,1481.0,10.0,13.7254901961
147.806355,1100.0,10.0,24.3137254902
149.262166023,1416.0,8.0,26.2745098039
150.723541021,1483.0,10.0,17.2549019608
152.182734966,1295.0,9.0,17.2549019608
153.64346385,1213.0,8.0,27.8431372549
155.097611904,1329.0,8.0,26.2745098039
156.537754059,1456.0,9.0,27.8431372549
157.994848013,1587.0,11.0,15.6862745098
159.445683956,1463.0,10.0,29.4117647059
160.905709028,1570.0,10.0,29.4117647059
162.367123842,1718.0,11.0,17.2549019608
163.915477037,1417.0,11.0,15.6862745098
165.369309902,1205.0,8.0,22.7450980392
166.825743914,918.0,7.0,22.7450980392
168.311671019,847.0,6.0,29.4117647059
169.896106958,705.0,5.0,41.9607843137
171.346756935,1032.0,5.0,24.3137254902
172.797137976,968.0,0.0,24.3137254902
174.254940987,952.0,0.0,22.7450980392
175.836990833,951.0,0.0,24.3137254902
177.369142056,937.0,0.0,24.3137254902
178.948888063,942.0,0.0,22.7450980392
180.394590855,923.0,0.0,24.3137254902
181.850878954,929.0,0.0,22.7450980392
183.321864843,930.0,0.0,22.7450980392
184.776823044,935.0,0.0,22.7450980392
186.236006975,914.0,0.0,24.3137254902
187.685737848,920.0,0.0,22.7450980392
189.14810586,919.0,0.0,22.7450980392
190.577381849,920.0,0.0,22.7450980392
192.040003061,907.0,0.0,22.7450980392
193.47607398,897.0,0.0,22.7450980392
194.929045916,895.0,0.0,22.7450980392
196.368603945,890.0,0.0,22.7450980392
198.048871994,889.0,0.0,22.7450980392
199.505929947,882.0,0.0,22.7450980392
200.957520008,875.0,0.0,22.7450980392
202.403836966,872.0,0.0,22.7450980392
203.848557949,878.0,0.0,22.7450980392
205.299386024,870.0,0.0,22.7450980392
206.731868029,876.0,0.0,22.7450980392
208.179467916,881.0,0.0,22.7450980392
209.629396915,874.0,0.0,22.7450980392
211.081263065,880.0,0.0,22.7450980392
212.538816929,870.0,0.0,22.7450980392
213.995663881,872.0,0.0,22.7450980392
215.468764067,867.0,0.0,22.7450980392
216.92393899,865.0,0.0,22.7450980392
218.378942013,868.0,0.0,22.7450980392
219.842789888,856.0,0.0,22.7450980392
221.321179867,1431.0,0.0,26.2745098039
222.761189938,1748.0,0.0,50.5882352941
224.209280968,1872.0,0.0,62.3529411765
225.659725904,1908.0,0.0,83.5294117647
227.115355015,1786.0,0.0,24.3137254902
228.668995857,3419.0,0.0,13.7254901961
230.108633041,3142.0,0.0,8.62745098039
231.572764874,1143.0,0.0,15.6862745098
233.023746014,829.0,0.0,22.7450980392
234.46989584,905.0,0.0,20.7843137255
235.911041021,882.0,0.0,22.7450980392
237.372053862,874.0,0.0,22.7450980392
238.823694944,2604.0,0.0,8.62745098039
240.275234938,1498.0,0.0,34.9019607843
241.720883846,1453.0,0.0,12.1568627451
243.312787056,957.0,0.0,20.7843137255
244.765974998,886.0,0.0,22.7450980392
246.214668989,871.0,0.0,24.3137254902
247.671467066,878.0,0.0,22.7450980392
249.12450099,868.0,0.0,22.7450980392
250.584101915,1593.0,0.0,20.7843137255
252.037514925,885.0,0.0,72.9411764706
253.504654884,1883.0,0.0,19.2156862745
254.953857899,2054.0,0.0,24.3137254902
256.399761915,2175.0,0.0,12.1568627451
257.990684032,1723.0,0.0,19.2156862745
259.54301405,898.0,0.0,24.3137254902
260.995221853,847.0,0.0,22.7450980392
262.439405918,830.0,0.0,22.7450980392
263.89168191,824.0,0.0,22.7450980392
265.357524872,822.0,0.0,22.7450980392
266.796931982,833.0,0.0,22.7450980392
268.265905857,829.0,0.0,22.7450980392
269.72269392,804.0,0.0,22.7450980392
271.176524878,835.0,0.0,26.2745098039
272.637301922,623.0,0.0,29.4117647059
274.108849049,824.0,3.0,31.3725490196
275.56359601,803.0,3.0,32.9411764706
277.012974024,790.0,0.0,36.4705882353
278.466740847,821.0,0.0,38.431372549
279.914921045,815.0,0.0,36.4705882353
281.363047838,827.0,3.0,36.4705882353
282.826843977,854.0,3.0,38.431372549
284.272824049,840.0,0.0,36.4705882353
285.712853909,971.0,0.0,26.2745098039
287.176267862,866.0,0.0,27.8431372549
288.635290861,812.0,0.0,32.9411764706
290.087444067,763.0,0.0,32.9411764706
291.53400588,881.0,0.0,27.8431372549
292.969614983,860.0,0.0,31.3725490196
294.439065933,880.0,0.0,31.3725490196
295.884037018,755.0,0.0,31.3725490196
297.333868027,875.0,0.0,43.5294117647
298.773918867,719.0,3.0,41.9607843137
300.224132061,819.0,3.0,38.431372549
301.674054861,1027.0,0.0,24.3137254902
